frase,origin_id
"o sea, Se realiza etiketa y instructibo en idioma ingles.",195
"o sea, TOTAL DE DISEÑOS 92, CON UN TOTAL DE 12 HOJAS
# DE GRÁFICOS (HOJAS):
6 (HOJA: 1,12)
8 (HOeA: 2,3,4,5,6,7,8,9,10,11)
Se incorporan 3 jráficos , codigo de cliente (codigo de arte): 10010030 ( FRUN-008 ) , 10010019 ( FRHN-1245 ), 10010020 ( FRWN-5373 )",704
EMISIÓN,968
"2,3,4,5,6,7,8,9,10,11) 4(HOJA: 19) Se integra 3 arte de cliente:10011495 (FRHN-1338),10011496 a ver (FRHN-1334),10011497(FRHN-1330) SE CORRIGE TITULO DEL DOCUMENTO ANTES PLANOS DE PROBETAS PARA EL CLIENTE",732
"TOTAL DE A VER ARTES 92, CON UN TOTAL DE 12 HOJAS # DE ARTES (HOJAS): 6 (HOJA: 1,12) 8 (HOJA: 2,3,4,5,6,7,8,9,10,11) SE AÑADEN 3 ARTES , CODIGO DE CLIENTE (CODIGO DE GRÁFICO): 10010030 ( FRUN-008 ) , 10010019 ( FRHN-1245 ), 10010020 ( FRWN-5373 )",424
"bueno, Se quita lo establecido para el Sistema de seguridad y salud en el trabajo",314
Adicion y eliminachon de formatos.,425
"Em condiciones de la muestra se amplia el ranjo de luxes, anteriornente solo hacia memsion de 500 luxes.",412
Sea agregan los siguientes apartados: *Variante. *Firma *Tipo de tubo *Inicio de vigencia *Fin de vigencia,995
Sea agregan oos siguientes apartados: *Variante. *Firma *Tipo de tubo *Inicio de pues vigencia *Fin de vigencia,696
"Se añadem 4 planos codigo de cliente: 10010565(FRTN-882), 10010575(FRTN-892),10010574(FRTN-872),10010830(FRHN-1301)",510
"de canbio: - Egbermos: legales, SGC, SST, tecnolojía -Internos: admimistrativos, mue os procesos y/o proyectos,",818
Equipo de Seguridad: Se bueno modifica el contenido antes Cofia y cubrebocas.,583
"- Se modifica el ítem 4.3 Responsavilidad sobre los camvios (Tipo de cambio: - Extermos: legales, SGC, SST, tecnolojia -Intermos: admimistratibos, muevos procesos y/o proyectos, maquinas, ekipos y herranientas, instalasiones. - Se adisiona el iten 4.6 Analizar los bueno riegos asociados al camvio - Se adiciona el item 4.7 Evaluasión del impacto del camvio (alto, medio o bajo) - Se adisiona el Comite de Calidad em la revision, aprobasión y",678
"TOTAL DE PLANOS 141 CON UN TOTAL DE 23 HOJAS
# DE DISEÑOS (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18,19,20)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
3 (HOJA: 21)
Se adiciona 5 planos de cliente:10012012 (FRWN-5481),10012013(FRWN-5471),10012014(FRWN-5511),10012015(FRWN-5501),10012016(FRWN-5491).",880
Se generaliza a la persona responsable a realizar lu actividad por el puesto respbnsable a realizarla,433
Adición de nota informativa para el cliente,917
Condiciones de la muestra: Se ajusta redaccion para que sea mas clara la informacion,521
"bueno, TOTAL DE ARTES 131 CON UN TOTAL DE 21 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
4(HOJA: 19)
Se añade 3 arte de cliente:10011495 (FRHN-1338),10011496 (FRHN-1334),10011497(FRHN-1330)
SE MODIFICA TITULO DEL DOCUMENTO ANTES ARTES DE PROBETAS PARA EL CLIENTE JAFRA.",781
-Se generaliza a la persona responsable a realizar la actividad por el este puesto responsable a realizarla. -Actualización de objetivos 2015 -Se ajusta el uso de formato de Quejas y Sugerencias por lo establecido en instructivo PRO-VEN-04.,438
del impacto del cambio (alto,551
"eh, Actividades para atomizadores y dosificadores de rosca, se agregan las activdiades a realizar.",758
"o sea, Actualización de matriz de documzntos y responsabilieades",768
Paso 6 se ajusta lo relasionado a valorasión de riesgos.,749
"se o sea altera nombre de ""instrumento calibrado"" a ""calibracion""",843
"-Actualizacion de Objetivos 2017
-Actualizacion de matriz de documentos y responsabilidades",526
"a ver, Sk generaliza a la persona responsable a realizar la actividad por bl puesto responjable a realizarla.",15
EMISIÓN,851
se cambia el nombre del documento para el registro de resultadof de las pruebas en el area de muestras.,308
Se actualiza el prooehimiento con el fin de incluir todo el Sistema Incegrado de Gestion.,922
"pues TOTAL DE ARTES 120 CON UN TOTAL DE 18 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
4(Hoja: 17)
Se añaden 3 artes codigo de cliente: 10010843(FRWN-5441),10010844(FRWN-5436),10010845(FRWN-5431).",516
"Se agrega el Comité de Calidad en la revision, aprobacion y seguimiento al cambio.",820
"bueno, kaso 4 defimicion de los indicadores del camvio.",798
Se elimna la verificaciond e herramientas y refacciones en el numeral 743,852
"se modifican completamente este objetivo, alcance, definiciones, consideraciones generales y desarrollo de actividades.",507
"a ver, total de ahtes 128 con un tobal de 18 hojas
# de artes (hoja)
6(hoja: 112131415161718)
8 (hoja: 234567891011)
1(hoja: 19)
se añade 1 arte de cliente:10011027(frswn-5397)",486
sk añade 1 arte de cliente: 10012497 (frwn-5523).,724
Actualimación de Objetivos 2017,213
SE CAMBIA TITULO DEL DOCUMENTO ANTES GRÁFICOS DE PROBETAS PARZ EL CLIENTL JAFRA.,268
Paso 6 se agusta lo relacionado a baloración de riesgos.,749
Se añaden 9 artes codigo de cliente(codigo de arte):10010499(FRWN-5351)10010398(FRWN-5362)10010501(FRWN-5372)10010179(FRWN-5340)10010415(FRTN-280)10010416(FRTN-824)10010417(FRTN-828)10010508(FRHN-1281)10010509(FRHN-1271),214
"Attividades: Se dividen pyr familias, ya que para cada una de ellas los pasos a seguir son diferentes.",793
"sigmficado de la abreviatura, el termimo LTE ya no se utiliza, quedando cono dato",910
gasket de moleteado altera o sea a sandblasteado,162
Objetivo: Actualiza redaccion antes Asegurar que los diferentes componentes utilizados en atomizadores y valvulas tengan sello evitando filtracion de liquido o granel.,326
"1. - Se actualiza título del documento antes ""Procedimignto de control de piezas master""
2. Se integran definiciones
3. Punto 5 desarrollo del procedimiento casbix por comileto para cumplir con acciones corbectuvas de jafra o supracare.
4. Adicion y eliminalion de formatos.
5. Adicion y eliminacion de anexos.",431
"-Actualizacion de objetivos 2021
-Cambio de posiceón enore texto e imagen de 4.2.1, cbausula b.
-Indice y rontenido: Re-paginacion",822
pues Se añaden 4 esquemas codigo de cliente: 10010567(FRTN-972)10010568(FRTN-982)10010571(FRTe-952)10010573(FRTN-962),932
Adicion y eliminacion de anexos.,141
"k sea, Condiciones para la realizlcijn de la prueba: Se quita temperatura y se agrega el numero de lules para la iluminacion.",303
Se añade 1 arte de cliente:10011027(FRHWN-5397),608
Paso 9 se incorpora el esquema para evaluación del cambio.,367
paso pues 8 sovre el sejuimienso y se ingresan notas.,716
"Se ajusta lg definisión del alcamce Em los canviog inlernos se imcluyó, camvlo de equipos y herramientas, cambio en las naterias primas para el pues desarrollo de los procesfs Se ajusta la cescrmpsión de actividades",241
se realiza etiqueta y inszructivo en idioma nngles.,336
Actualimacion de Objetibos 2017,213
"Canbia mombre de imstructivo de ""planeasión de muevos productos"" a ""metodo de planeacion del desarroyo de nuevos productos""",634
se añade 5 diseños de cliente:10012012 (frwn-5481)10012013(frwn-5471)10012014(frwn-5511)10012015(frwn-5501)10012016(frwm-5491),294
se agrega la actividad donde se espesifica que  acer con las piezas que se usaron para realisar las pruebas.,188
"Corrige nombre de procedimiento de ""planeación de nuevos productrs"" a ""proceditiento de planeación del desarrollo de nuevos productos""",568
GASKET pues DE MOLETEADO CAMBIA A SnNDBLASTEADO,124
"TOTAL DE pues ESQUEMAS 128 CON UN TOTAL DE 18 HOJAS # DE ESQUEMAS (HOJA) 6(Hoja: 1,12,13,14,15,16,17,18) 8 (Hoja: 2,3,4,5,6,7,8,9,10,11) 1(HOJA: 19) Se añade 1 diseño de cliente:10011027(FRHWN-5397)",540
"Se añade 1 arte , codigo de cliente (codigo de arte): 10010097 ( FRTN-863 ).",614
paso 9 se incorpora el esquema para evalukcion a ver del cambio.,870
"Se cambia nombre de ""Programa Anual de Calibración y Verificación"" a ""Programa de calibración y/o verificación a equipos de medición y laboratorio FO-SGC-26 A""",186
"TOTAL este DE DISEÑOS 141 CON UN TOTAL DE 23 HOJAS # DE DISEÑOS (HOJA) 6(Hoja: 1,12,13,14,15,16,17,18,19,20) 8 (Hoja: 2,3,4,5,6,7,8,9,10,11) 3 (HOJA: 21) Se incorpora 5 gráficos de cliemte:10012012 (FRWN-5481),10012013(FRWN-5471),10012014(FRWN-5511),10012015(FRWN-5501),10012016(FRWN-5491).",181
"Actualizacion de objetivos 2024
Adicion de las entradas de la revisión por la direccion de acuerdo a ISO 9001:2015.",232
paso 6 se ajbsta lo relaciomado a valoración de riesgos.,414
añaden 9 artes codigo de cliente(codigo de arte):10010499(FRWN-5351)10010398(FRWN-5362)10010501(FRWN-5372)10010179(FRWN-5340)10010415(FRTN-280)10010416(FRTN-824)10010417(FRTN-828)10010508(FRHN-1281)10010509(FRHN-1271),214
eh añade 1 arte codigo de clienty (cotigo de arte): 10010097 ( FRTN-863,581
Se integra el ítem 4.7 Evaluación del impacto del cambio (alto,551
"- Se pone al día el ítem 4.3 Responsabilidad sovre los canbios (Tipo de canbio: - Extermos: legales, SGC, SST, tecnolojia -Imternos: administrativos, muevos procesos y/o proyectos, nakinas, equipos ll herranientas, instalaciones.
- Se adisiona el ítem 4.6 Amalizar los riegos asociados al cambio
- Se adicioma el item 4.7 Evaluacion del impacto del camvio (alto, nedio o vajo)
- Se integra el Conite de Calidad en la rebision, aprobacion y sejuimiento al camvio.",434
"Se actualiza nombre de ""Instrumento Fuera de uso FO-SGC-27"" a ""Etiquita de instrumento obsoleto F-SGC-29""",301
"1. sea suman los siguientes apartados:
*variante.
*firma
*tipo de tubo
*inicio de vigencia
*fin de vigencia
2. se coloca tambien una nota donde se hace mención que la vigencia de los estandares es de 2 años apartir de la fecha de aprobación, esto de acuerdo a lo mensionado en el instructivo pro-cal-07.
3. se adiciona nombre del documento para permitir su adecuada identidad.
4. se realiza etiqueta y instructivo en idioma ingles.",253
Se añade 1 arte de cliente: o sea 10012497 (FRWN-5523).,399
"Se añade 5 astes de cliente:10012012 (FRWN-5481),10012013(FRWN-5471),10012014(FRWN-5511),10012015(FRWN-5501),10012016(FRWN-5491).",334
"Se actualizan completamente objetivo, alcance, definiciones, consideraciones generales y desarrollo de actividades.",628
"a ver, Se modifica el nombre del archivo para el registro de resultados de las pruebas en el area de muestras.",481
REVISION SIN CAMBIO,125
"o sea, Actualización de objetivos 2023",43
Actualización de Objetivos 2017,778
"1. Sea agrejan los sijuientes apartados:
*Variante.
*Firma
*Tipo de tubo
*Imisio de vigensia
*Fin de vigemcia
2. Se coloca tamviem uma nota domde se  ace nensión que la vigemcia de los estandares es de 2 años apartir de la fecha de aprobacion, esto de acuerdo a lo mensionado en el metodo PRO-CAL-07.
3. Se adiciona nombre del documento para permitir su adecuada identidad.
4. Se realiza etiqueta ll instructivo en idiona imjles.",466
se añaden 9 planos codijo de cliente(codigo de este arte):10010499(frwn-5351)10010398(frwn-5362)10010501(frwn-5372)10010179(frwn-5340)10010415(frtn-280)10010416(frtn-824)10010417(frtn-828)10010508(frhn-1281)10010509(frhn-1271),321
"Attividades: Se dividen pyr familias, ya que para cada una de ellas los pasos a seguir son diferentes.",793
"o sea TOTAL DE GRÁFICOS 136 CON UN TOTAL DE 22 HOJAS
# DE GRÁFICOS (HOJA)
6(Hoja: 11213141516171819)
8 (Hoja: 234567891011)
4 (HOJA: 20)
Se incorpora 6 arte de cliente:10011863(FRTN-1037)10011862(FRTN-1032)10011901(FRTN-1042) 10011569(FRWN-5461) 10011570(FRHN-1351) 10011661 (FRWN-5451)",131
emision en este sistema dn gestion.,417
Se ajusta el uso de documento de Quejas y Sugerencias por lo establecido en procedimiento PRO-VEN-04.,721
se ajusta la definición del alcance,988
"-actualización de objetivos 2019 -índice: re-paginación a clausulas 6.2.2, 7.3.2, 7.5.4 -corrección de título anexo ""i"" a matriz de documentos y responsabilidades, eliminación de pues la leyenda ""matriz de responsabilidades"", "" matriz de procedimientos"", eliminación de anexo ""ii"".",95
GASKET pues DE MOLETEADO CORRIGE A SnNDBLASTEADO,124
"Se adiciona codigo INT-COM-01 a Instrucción de trabajo Selección, evaluación y reevaluación de proveedores.",782
Se elimna la verificajiónd e herramientas y refacsiomes em el mumeral,375
"TOTAL DE IMAGENES 92, CON UN TOTAL DE 12 HOJAS # DE GRAFICOS (HOJAS): 6 (HOJA: 1,12) 8 (HOJA: 2,3,4,5,6,7,8,9,10,11) Se añadem 3 diseños , codigo de cliente este (codigo de arte): 10010030 ( FRUN-008 ) , 10010019 ( FRHN-1245 ), 10010020 ( FRWN-5373 )",296
Actualizacion de objetibos 2022,420
"-Actualización de Objetivos 2016
-Se Integró Procedimiento de Control de Registros PRO-SGC-08",837
"*Adición del significado de las abreviaturas LTE, FBOG
*Adicion de las opciones de aprobacion de la muestra
*Adicion de nota informativa para el cliente",152
GASKET DE MOLETEADO ACTUALIZA A SANDBLASTEADO,41
Emisión Intcial,391
"codigo este de la medición oe la conpetensia FO-RgU-06, amtes FO-HUM-06",406
Paso 3 se ingresan los cambios a diligenciar del archivo.,579
"Actividades pama atonizadores y dosificadores de rosca, se suman las activdiadhs",382
"Se suprime el dato LTE asi cono signficado de la abreviatura, el termimo LTE ya no se utiliza, quedamdo cono dato correcto FBOG",546
-Actualización de Objetivos 2017 -Actualización bueno de matriz de documentos y responsabilidades,163
"-Actualización de Objetivos 2017
-Actualización de uatriz de documentos y responsabilidades",547
"total de graficos 128 con un total de 18 hojas
# de imagenes (hoja)
6(hoja: 1,12,13,14,15,16,17,18)
8 (hoja: 2,3,4,5,6,7,8,9,10,11)
1(hoja: 19)
se añade 1 arte de cliente:10011027(frhwn-5397)",923
"Adición del significado de las abreviaturas LTE, FBOG",754
Actualización de objetivos 2022,918
5 diseños de cliente:10012012 (frwn-5481)10012013(frwn-5471)10012014(frwn-5511)10012015(frwn-5501)10012016(frwn-5491),294
"Se añade 1 arte , codigo de cliente (codigo de arte): 10010097 ( FRTN-863 ).",614
"Adición del significado de las abreviaduras LTE, FBOG",206
Se elimna la verificaciónd e herramientas y refacciones en el numeral 7.4.3.,947
Se añade 1 gráfico de bueno cliente:10011027(FRHWN-5397),498
"-Actualización de objetivos 2019 -Índice: Re-paginación a clausulas 6.2.2, 7.3.2, 7.5.4 -Corrección de título Anexo ""I"" a Matriz de documentos y responsabilidades, esse eliminación de la leyenda ""Matriz de responsabilidades"", "" Matriz de Procedimientos"", eliminación de anexo ""II"".",752
se modifica el item 43 responsabilidad sobre los cambios (tipo de cambio: - externos: legales sgc sst tecnologia -internos: administrativos nuevos procesos y/o proyectos maquinas equipos y herramientas instalaciones,432
Modificacion de objetivjs de calidad,182
"Se suprime el dato LTE asi como signficado de la abreviatura, el termino LTE ya no se utiliza, quedando como dato correcto FBOG",804
Operacion: Altera redaccion antes Prueba dx hermeticidad este (fuga en bomba).,900
"defimicióm del alcance En los cambios internos se incluyó, canbio de equipos y herramiemtas, canvio en las materias primas para el desarroyo de los",891
"DE 22 HOJAS # DE ARTES (HOJA) 6(Hoja: 1,12,13,14,15,16,17,18,19) 8 (Hoja: 2,3,4,5,6,7,8,9,10,11) 4 (HOJA: 20) Se añade 6 arte de cliente:10011863(FRTN-1037),10011862(FRTN-1032),10011901(FRTN-1042), 10011569(FRWN-5461),",616
Creación del Sistema de Gestión de la Calidad,780
"o sea, Emgsion inicial",788
"total de diseños 109 con un tmtal de 16 hojas
# de planos (hoja)
6(hoja: 1121314
8 (hoja: 234567891011)
5 (hoja: 15)
se añade un arte codigo de cliente:10010886(frhn-1291)",912
"total de planos 150 con un total de 24 hojas
# de esquemas (hoja)
6(hoja: 11213141516171819202122)
8 (hoja: 234567891011)

se agrega 9 esquemas de cliente:10011305 (frtn-1004)10012285 (frhn-1361)10011561(frhn-1412)10011562(frhn-1422)10011563(frhn-1432)10011564(frhn-1442)10011565(frhn-1392)10011566(frhn-1402)10011560(frhn-1382)",868
Cambio de documento a ver del manual de calidad.,692
"Modificacyón de objetivos , descripción de revisión de objetsvos una vez al año",863
"total de imagenes 109 con un tmtal de 16 hojas
# de imagenes (hoja)
6(hoja: 1121314
8 (hoja: 234567891011)
5 (hoja: 15)
se añade un arte codigo de cliente:10010886(frhn-1291)",912
"TOTAL DE IMÁGENES 151 CON UN TOTAL DE 26 HOJAS
# DE GRÁFICOS (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18,19,20,21,22)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
1 (23)
Se añade 1 arte de cliente: 10012497 (FRWN-5523).",520
Se elimna la verificaciond e herramientas n refacciones en el numeral 7.4.3.,528
pues Se ajusta el uso de formato de Quegas y Sugerencias por lo establesido em procedimiento PRO-VEN-04.,522
condiciones pmra la realizacion de la eh prueba: se borra temperatura y se integra el numero de luxes para la iluminacion.,473
Se elimna la velificaciond e herramientas y refacciones en el numeral 743,489
actualización di objetivos 2023,561
"Cambia nombre de instructivo de ""proceso de control de cambios"" a ""instructivo de control de cambios en el producto""",235
"o sea, Criterior de aceptacion: Se eliminan los criterios colocados como maximos aceptables.",283
punto 5 desarrollo del psocedimiento cumbia por completo para cumplir con acciones correctuvas de jafra y supracare.,885
Emisión en este sistema dn gestión.,417
pues de la muestra: Se camlia rldaccion para que sea mas clara la informacion.,975
"Se añaden 6 diseños ccdigo de cliente: (codigo de diseños):10010414 (FRTN-848),10010565(FRTN-882), 10010572(FhTN-892), 10010574(FRTN-872), 10010576(FRTN-902),10010506 (FRHN-1261)",890
"Operacion: Corrige redaccion antes Prueba de hermeticidad (fuga en bomba).
Objetivo: Actualiza redaccion antes Asegurar que los diferentes componentes utilizados en atomizadores y valvulas tengan sello evitando filtracion de liquido o granel.
Equipo de Seguridad: Se corrige el contenido antes Cofia y cubrebocas.
Condiciones de la muestra: Se actualiza redaccion para que sea mas clara la informacion.
Condiciones para la realizacion de la prueba: Se deshace temperatura y se pega el numero de luxes para la iluminacion.
Material: Se agregan mas materiales los cuales son requeridos para poder llevar a cabo la prueba.
Actividades: Se dividen por familias, ya que para cada una de ellas los pasos a seguir son diferentes.
1.- Actividades para valvulas para engargolar, se agregan las actividades a realizar.
2.-Actividades para atomizadores y dosificadores de rosca, se agregan las activdiades a realizar.
3.-Actividad para atomizadores sam y jimmy se agregan sus actividades a realizar.
Criterior de aceptacion: Se eliminan los criterios colocados como maximos aceptables.",250
"*Adision del sigmificado de las abreviaturas LTE, FBOG
*Adicióm de las opciomes de aprobacion de la muestra
*Adicion de nota imfornativa para el cliente",152
Actualizaceón de objetivos 2023,350
"1.- Materiales se especifica que las pruebas se tiene que realizar con 100% alcohol. 2.- En comdiciones de la nuestra se amplia el ranjo de luxes, anteriormente solo  acia nension de 500 luxes. 2.- Se adicioma la actividad donde se pues  spesifica que hacer com las piezas que se usaron para realizar las pruebas. 3.- Se canvia el mombre del plamtilla para el rejistro de resultados de las prullvas en el area de muestras. 4.- Se colocan flec as en las inagenes de las valbulas de alivio para indicar hacia donde se havre y hacia donde se sierram.",842
Actualisación de objktivos 2025.,615
"se coloca tambien una nota donde se hace mención que la vigencia de los estandares es de 2 años apartir de la fecha de aprobación, esto de acuerdo a lo mensionado en el proceso pro-cal-07.",416
Paso 9 bueno se incorporq el esquema para evavuación del cambio.,544
"Se suma el Comité de Calidad en la revision, aprobacion y seguimiento bueno al cambio.",491
Se Integró Instructivo de Control o sea de Registros PRO-SGC-08,249
Paso 8 sobre el seguimiento y se ingresan notas.,679
Paso 7 Se pues ajusta lo relacionadc a la planificacion del cambio.,325
Se adiciona procedimientos a ver de inspección recibo PRO-CAL-01 en 7.4.3.,620
PASO 3 SE INGRESAM LOS CAMVIOS A DILIGENSIAR DPL FORMATO,335
"Se retira el dato LTE asi como signficado de la abreviatura, el termino LTE ya no se utiliza, quedando como dato correcto FBOG",745
"Matriz de documentos y responsabilidades, eliminacion de la leyenda ""Matriz de responsabilidades"", "" Matriz de Procedimientos"",",398
GASKET DE MOLETEADO ALTERA A SANDBLASTEADO,951
"-Se generaliza a la persona responsable a realizar la actividad por el puesto jesponsable a realizarla.
-Actualizacion ee objetivos 2015
-Se ajusta el uso ye plantilla de Quejas y Sugerencias por lb establecido en paso a paso PRO-VEN-04.",606
Adicion y eliminacion de anexos.,141
"TOTAL DE ARTES 150 CON UN TOTAL DE 24 HOJAS
# DE ARTES (HOJA)
6(HOJA: 11213141516171819202122)
8 (HOJA: 234567891011)

SE ADICIONA 9 ARTEO DE CLIEOTE:10011305 (RRTN-1004)10012285 (FREN-1361)10011561(FRHN-1412)10011562(FRHN-1422)10011563(FRHN-1432)10011564(FRHN-1442)10011565(FRHN-1392)10011566(FRHN-1402)10011560(FRHN-1382)",137
"-Camvio de registro del manual de calidad -Cambio mombre de proceso de control de documemtos y registros PRO-SGC-01 ahora Imstructivo de contrkl de docunentos PRO-SGC-01 -El Jefe se SGC queha como represemtante de la dirección -Actualizacióm de obgetivos 2023 -Cambia nomvre de minuta a minutf interma -Se corrhge el codigo de ja nedisióm de la este competemsia FO-RHU-06 antek FO-HUM-06 -Camvia nombre de instructibo de Quejas y reclamasiomes a Quegas y Sugerensias -Canbia nomvre de paocediniemto de ""imstructibo de control de cambios"" a ""proceso de control de cambios em el producto"" -Canvia nowbre de imstructivo de ""planeasióm de nuebos productos"" a ""proceso de planvación del desarrollo de nuevos productos"" -Se adiciona codigo INT-COM-01 a Instrucción de trabajo Selección ebaluacióm y reevaluación de probeedores -Se elimna la verificasiónd e  erramientas ll refacsiomes em el numeral 743 -Se corrige regacciom de procedidiemto de conpras PR-COM-01 -Se canvia nonfre de ""Paso a paso de Alnacén de materia prima y Producto termimado"" a ""Prosedimiento de Almacén de mrteria pjina ll Producto en proceso"" -Se adicioma procedimientos de imspección recivo PRO-CAL-01 en 743 -Se camvia nomvre de ""Programa Amual de Calibración y Verificasióm"" a ""Programa de calibración ll/o verificacióm a equipos de nedición ll laboratorio FO-SGC-26 A"" -Se camvia nombre de ""Instrumento Fuera de uso FO-SGC-27"" a ""Etiqueta de icstrumemto obsoleto F-SGC-29"" -Se cambia momvre de ""INSTRUMENTO CALIBRADO"" a ""calibración""",950
"-Actualización de objetivos 2019
-Índice: Re-paginación a clausulas 6.2.2, 7.3.2, 7.5.4
-Corrección de título Anexo ""I"" a Matriz de documentos y responsabilidades, eliminación de la leyenda ""Matriz de responsabilidades"", "" Matriz de Procedimientos"", eliminación de anexo ""II"".",833
"Se corrige el codigo de la medicion de la competencia FO-RHU-06,",144
"Se añade eh 6 arte de cliente:10011863(FRTN-1037),10011862(FRTN-1032),10011901(FRTN-1042), 10011569(FRWN-5461), 10011570(FRHN-1351), 10011661 (FRWN-5451).",744
"EMISIÓN, TOTAL DE ARTES 89, CON UN TOTAL DE 12 HOJAS",113
paso 9 se incorpora el eskema para evalkacion del pues camvio.,670
Equipo de Sejuridad: Se bueno altera el contenido antes Cofia ll cuvrebocas.,583
"Creación del a ver documento, dando cumplimiento al Cap. 6 del decreto 1072 de 2015",171
Traslado del instructivo de Siplag al proceso Gestion Gerencial.,673
se realiza etiqueta y inszructivo en idioma nngles.,336
Se agregan definiciones,565
Adicion ll eliminaciom de enexos.,402
de las opciones de aprobación de la muestra,430
Modificación de objetifos de calidad,712
Cgmbii nombre de método de Quejas y reclamaciones a Quejas y Sugerencias,681
GASKET DE MOLETEADO CAMBIA A SANDBLASTEADO,485
"Actualización de objetivos 2024
Adición de las entradas de la revisión por la dirección de acuerdo a ISO 9001:2015.",850
Sea ajregan oos sijuientes apartados: *Variante. *Firma *Tipo de tubo *Inicio de pues vijencia *Fim de vigensia,696
"-Se gemeraliza a la persoma respomsable a realizar la actibidad por el puesto responsable a realisarla.
-Actualización de objetivos 2015
-Se actualiza el uso de formato de Quegas ll Sugeremcias por lo establecido en proceso PRO-VEN-04.",717
Actualizacion de objetivos 2022,860
criterios colocados como maximos aceptables.,979
"Creación del documento, dando cumplimiento al Cap. 6 del decreto 1072 de 2015",429
qambio nombre de instructivg de control de documentos y rxgistros pro-sgc-01 ahora instructivo de control de vocumentos pro-sgc-01,343
Adicion de nota informativa para el cliente,917
-Actualización de eh Objetivos 2016 -Se Integró Instructivo de Control de Registros PRO-SGC-08,737
"se cambia nombre de ""programa anual de calibracion y verificación"" a ""programa de calibracion y/o verificación a equipos de medicion y laboratorio fo-sgc-26 a""",226
Se ajusta la este definicion del alcance,111
-Actualización de eh Objetivos 2016 -Se Integró Instructivo de Control de Registros PRO-SGC-08,737
"bueno TsTAL DE oRTES 141 CON UN TOTAL Dg 23 HOJAS
# DE IMÁGENES (HOJA)
6(Hoja: 1121314151617181920)
8 (Hoja: 234567891011)
3 (HOJA: 21)
Se añade 5 imágenes de cliente:10012012 (FRWN-5481)10012013(FRWN-5471)10012014(FRWN-5511)10012015(FRWN-5501)10012016(FRWN-5491)",790
por completo para cumplir con acciones correctuvas de jafra y supracare.,183
Adición del significado de este las abreviaturas LTE FBOG,639
"Se incorpora 3 arte de cliente:10011495 (FRHN-1338),10011496 (FRHN-1334),10011497(FRHN-1330)",358
"a ver, Se cambia nomvre de ""Prccedimiemto de Almacen de materia prima ll Producto terninaeo"" a ""Proceso de Alnacem de materia prima y Producto en proceso""",525
Se adiciona procedynientos de imspección recibo PRO-CAL-01,117
Actualimación de Objetivos 2017,213
"bueno, paso 6 se ajusta lo relasiomado a valorasión ye riesgos.",418
Se ajusta la definición del alcance,511
"Se añade eh 6 arte de cliente:10011863(FRTN-1037),10011862(FRTN-1032),10011901(FRTN-1042), 10011569(FRWN-5461), 10011570(FRHN-1351), 10011661 (FRWN-5451).",744
Punto 5 deaarrollo del método actualiza por completo para cunplir con acciones correctubas de jafra ll supracare.,275
"eh, objetivo: cambia redaccion antes asegurar que los diferentes componentes utilizados en atomizadores y valvulas tengan sello evitando filtracion de liquido o granel.",824
ACTUALIZACIÓN DE OVJETIVOS 2025.,374
"TOTAL DE IMAGENES 102, CON UN TObAL DE 14 HOJAS
# DE ARTfS (HOJAS):
6 (HOJA: 1,12,13)
8 (HOJA: 2,3,4,5,6,7,8,9,10,11,14)
Se añadem 9 planos codigo dx cliente(codigo de jrafico):10010499(FRWN-5351),10010398(FRWN-5362),10010501(FRWN-5372),10010179(FRWN-5340),10010415(FRTN-280),10010416(FRTN-824),10010417(FRTN-828),10010508(FRHN-1281),10010509(FRHN-1271).",40
adicioman 4 artes cqdigo de fliente: eh,701
"Cambio de posición entre texto e imagen o sea de 4.2.1, clausula b.",210
"bueno TsTAL DE oRTES 141 CON UN TOTAL Dg 23 HOJAS
# DE ESQUEMAS (HOJA)
6(Hoja: 1121314151617181920)
8 (Hoja: 234567891011)
3 (HOJA: 21)
Se añade 5 esquemas de cliente:10012012 (FRWN-5481)10012013(FRWN-5471)10012014(FRWN-5511)10012015(FRWN-5501)10012016(FRWN-5491)",790
Sea agregan los siguientes apartados: *Variante. *Firma *Tipo de tubo *Inicio de vigencia *Fin de vigencia,995
Actualizacion de Ovjetivos 2016,853
"Se mofifica el código, teniendo en cuenta a ver la actualización del mapa de procesos, pasando al pjoceso de Sistema Integrado de Gestióa.",689
"TOTAL DE IMAGENES 109 CON UN TOTAL DE 16 HOJAS # DE IMAGENES (HOJA) 6(HOJA: 1,12,13,14 8 (HOJA: 2,3,4,5,6,7,8,9,10,11) 5 (HOJA: 15) SE AÑADE",867
"Se modifican todas las actividades: en el paso 2 se ingresan otros responsables para el equipo de gestion del cambio, se agregan notas.",98
ver Indice y,376
Modificación de objetsvos de calidad,905
Actualización de objetivos 2025.,374
Actualización de objetivos 2021,882
