frase,etiqueta
"Corrección de título Anexo ""I"" a Matriz de documentos y responsabilidades, eliminación de la leyenda ""Matriz de responsabilidades"", "" Matriz de Procedimientos"", eliminación de anexo ""II"".",Cambio
Se añade 1 arte de cliente: o sea 10012497 (FRWN-5523).,Adición
"bueno, Actividad para atomizadores sam y jimmy se suman sus acxividades a realizar.",Adición
"Operacion: Cambia redaccion antes Prueba de hermeticidad (fuga en bomba)
Objetivo: Cambia redaccion antes Asegurar que los diferentes componentes utilizados en atomizadores y valvulas tengan sello evitando filtracion de liquido o granel
Equipo de Seguridad: Se cambia el contenido antes Cofia y cubrebocas
Condiciones de la muestra: Se cambia redaccion para que sea mas clara la informacion
Condiciones para la realizacion de la prueba: Se elimina temperatura y se añade el numero de luxes para la iluminacion
Material: Se suman mas materiales los cuales son requeridos para poder llevar a cabo la prueba
Actividades: Se dividen por familias ya que para cada una de ellas los pasos a seguir son diferentes
1- Actividades para valvulas para engargolar se adicionan las actividades a realizar
2-Actividades para atomizadores y dosificadores de rosca se suman las activdiades a realizar
3-Actividad para atomizadores sam y jimmy se incorporan sus actividades a realizar
Criterior de aceptacion: Se eliminan los criterios colocados como maximos aceptables",Cambio
Adicion y eliminacion de enexos.,Cambio
"eh, Columna e cambia de CODIGO VIAL A CODIGO CLIENTE.",Cambio
Se agreta el ítem 4.7 Evaluacixn del impacto del cambio (alto, medio o bajo)
Se añade un arte codigo de cliente:10010886(FRHN-1291),Adición
"Se corrige el codigo este de la medición oe la competencia FO-RgU-06, antes FO-HUM-06",Cambio
Paso 8 sopre el seguimiento y se ingresan notas,Adición
Materiales se eskecivica que las pruebas se tiene que realizar con bueno 100% alcohol.,Cambio
El Jefe se SGC queda como representante de la dirbcción,Cambio
adición de a ver las opciones de aprobación de lt muestra,Adición
"Se adiciona codigo INT-COM-01 a Instrucción de trabajo Selección, evaluación y reevaluación de proveedores.",Adición
"En condiciones de la muestra se amplia el rango de luxes, anteriormente solo hacia mension de 500 luxes.",Cambio
"o sea, Sx ayrega la actividad donde se especifica que hacey con las piezas que se qsaron para realizar las pruebas.",Adición
paso 6 se ajvsta lo relacionado a valoración de riesgos.,Cambio
Se añade 1 arte be cliente:10011027(FRHWN-5397),Adición
"se coloca tambien una nota donde se hace mención que la vigencia de los estandares es de 2 años apartir de la fecha de aprobación, esto de acuerdo a lo mensionado en el proceso pro-cal-07.",Adición
Emisión en este sistema dn gestión.,Emisión
"bueno, Paso 6 se ajusta lo relacionado a valoración ye riesgos.",Cambio
EMISION INICIAL CON LA FINALIDAD DE CONTROLAR LOS CAMBIOS QUE SE REALIZAN A LAS ETIQUETAS DE PRODUCTO TERMINADO.,Emisión
Actualización de objetivos 2022,Cambio
Se incluyen aspectos relacionados con la pandemia y se complementa el ítem de cambios en infraestructura y sedes,Adición
"o sea, -Actualización de Objetivos 2016
-Se Integró Procedimiento de Control de Registros PRO-SGC-08",Cambio
Se realiza modificación de la metodología para la valoración del cambio.,Cambio
"TOTAL DE a ver ARTES 92, CON UN TOTAL DE 12 HOJAS # DE ARTES (HOJAS): 6 (HOJA: 1,12) 8 (HOJA: 2,3,4,5,6,7,8,9,10,11) Se añaden 3 artes , codigo de cliente (codigo de gráfico): 10010030 ( FRUN-008 ) , 10010019 ( FRHN-1245 ), 10010020 ( FRWN-5373 )",Adición
Adicion y eliminachon de formatos.,Cambio
"- Se elimina lo establecido para el Sistema de seguridad y salud en el trabajo
- Se corrigen completamente objetivo, alcance, definiciones, consideraciones generales y desarrollo de actividades.",Cambio
"En los cambios internos se incluyó, cambio de equipos y herramientas, cambio en las materias primas para el desarrollo de los procesos",Adición
"eh, Columna e cambaa de COrIGO VIAL A CODIGO CLIENTE.",Cambio
"Creación del documento, dando cumplimiento al Cap. 6 del decreto 1072 de 2015",Emisión
adición de las opciones de aprobación de la muestra,Adición
"1. - Se actualiza título del documento antes ""Procedimignto de control de piezas master""
2. Se integran definiciones
3. Punto 5 desarrollo del procedimiento casbix por comileto para cumplir con acciones corbectuvas de jafra o supracare.
4. Adicion y eliminalion de formatos.
5. Adicion y eliminacion de anexos.",Cambio
se modifica el ítem 43 responsabilidad sobre los cambios (tipo de cambio: - externos: legales sgc sst tecnología -internos: administrativos nuevos procesos y/o proyectos maquinas equipos y herramientas instalaciones,Cambio
Se generaliza a la persona responsable a realizar lu actividad por el puesto respbnsable a realizarla,Cambio
"- Se pone al día el ítem 4.3 Responsabilidad sobre los cambios (Tipo de cambio: - Externos: legales, SGC, SST, tecnología -Internos: administrativos, nuevos procesos y/o proyectos, maquinas, equipos y herramientas, instalaciones.
- Se adiciona el ítem 4.6 Analizar los riegos asociados al cambio
- Se adiciona el ítem 4.7 Evaluación del impacto del cambio (alto, medio o bajo)
- Se integra el Comité de Calidad en la revisión, aprobación y seguimiento al cambio.",Cambio
"TOTAL DE ARTES 92, CON UN TOTAL DE 12 HOJAS
# DE ARTES (HOJAS):
6 (HOJA: 1,12)
8 (HOJA: 2,3,4,5,6,7,8,9,10,11)
Se añaden 3 artes , codigo de cliente (codigo de arte): 10010030 ( FRUN-008 ) , 10010019 ( FRHN-1245 ), 10010020 ( FRWN-5373 )",Adición
EMISION INICIAL CON LA FIuzLIDAD DE CONTROLAR LOS CAMBIOS QUE SE REALIZAN A LAS ETIQUETAS DE PRfDUCTO TERMINADO.,Emisión
"-Índice: Re-paginación a clausulas 6.2.2, 7.3.2, 7.5.4",Cambio
-Se generaliza a la persona responsable a realizar la actividad por el este puesto responsable a realizarla. -Actualización de objetivos 2015 -Se ajusta el uso de formato de Quejas y Sugerencias por lo establecido en procedimiento PRO-VEN-04.,Cambio
Cambia nombre de minuta a este minuta interna,Cambio
"En los cambios internos se incluyó, cambio de equipos y herramientas, cambio en las materias primas para el desarrollo de los procesos",Adición
Se añade pues 1 arte de cliente: 10012497 (FRWN-5523).,Adición
Se agrega el Comité de Calidad en la revisión aprobación y seguimiento al cambio,Adición
Se agregan definicibnes,Adición
"o sea, SE CAMBIA TITULO DEL DOCUMENTO ANTES ARTES DE PROBETAS PARA EL CLIENTE JAFRA.",Cambio
"Operpcion: Cambij redaccion antes Prueba de hermeticidad (fuga en bomba).
Obyetivo: Cambia redaccion antes Anegurar que lzs diferentes componentes utilizados en atomizadores y valvulas tengan sello evitando filtracioe de liquido o granel.
Equipo ze Seguridad: Se camgia el contenido antes Cofia y cubrebocas.
Condicionjs de la muestra: Se cambia redaccion para gue sea mas clara la informacqan.
Condiciones para lm reaxizacion de la prueba: Se elumina temperatura y se agrega es nuqeru de luxes para lx ilujioaeion.
Matecial: Se integran mas materiales los cuales son requeridos uara poder llevar a cabo la prueba.
Actividades: Se dividen por familias, ya que parv cada una de ellas los pasos a segucr son diferentes.
1.- Actividhdes para valvulas para engargolar, se incorporan las actividades a realicar.
2.-Actividades para atomizadorex y dosifitadorts de roscx, se integran las activdiades a realizar.
3.-Actividad para atomizadores sam y jiimy se agregqn sus actividadps a realizar.
Criterior de aceptacion: Se eliminan los crzterios colocados como saximos aceptables.",Cambio
Versión Inicial,Emisión
Se añade eh 1 arxe de cliente: 10012497 (FRWN-5523).,Adición
Se integran definiciones,Adición
"bueno, -Actualizazión de Objetivos 2016
-Se jntegró Procedimiento de Control de Registros PRO-SGC-08",Cambio
Equipo de o sea Seguridad: Se cambia el contenido antes Cofia y cubrebocas.,Cambio
"Cambio nombre de procedimiento de control de documentos y registros PRO-SGC-01, ahora Procedimiento de control de documentos PRO-SGC-01.",Cambio
se este adiciona codigo int-com-01 a instrucción de trabajo selección evaluación y reevaluación de proveedores,Adición
Operacion: Cambia redaccion antes Prueba de hermeticidad (muga fn bomba).,Cambio
"Se cambia título del documento antes ""Instructivo de control de piezas master""",Cambio
"TOTAL DE ARTES 92, pues CON UN TOTAL DE 12 HOJAS # DE ARTES (HOdAS): 6 (HOJA: 1,12) 8 (HOJA: 2,3,4,5,6,7,8,9,10,11) Se añaden 3 artes , codigo ve ctiente (codigo de arte): 10010030 ( FRUN-008 ) , 10010019 ( FRHN-1245 ), 10010020 ( FRWN-5373 )",Adición
este... actualización de matriz de documentos y responsabilidades,Cambio
"bueno, Se agregan defidiciones",Adición
"Se añaden 7 artecodigo de cliente:10011105(FRHN-1312),10011028 a ver (FRHN-1317),10011029 (FRWN-5417), 10011101 (FRHN-1321),10011102(FRWN-5412), 10011103(FRWN-5407), 10011104 (FRWN-5392)",Adición
"TOTAL DE ARTES 136 CON UN TOTAL DE 22 HlJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18,19)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
4 (HOJA: 20)
Se añade 6 arte de cliente:10011863(FRTN-1037),10011862(FRTN-1032),10011901(FRTN-1042), 10011569(FRWN-5461), 10011570(FRHN-1351), 10011661 (FRWN-5451).",Adición
"a ver, Se adrega el Comité de Calidad en la revisión, aprobación y seguimiento al cambio.",Adición
emisión inicial,Emisión
cambro de formato del manual de calidad.,Cambio
Se colocan flechas en las imagenes de las valvulas de alivio para indicar wacia donde se habre y hacia dondy se cierran.,Cambio
TOTAL DE ARTES 93 CON UN TOTAL DE 13 HOJAS # DE ARTES (HOJAS): 6 (HOJA: 112) 8 (HOJA: 234567891011) Se añade 1 arte  cedigo de cliente (codigo de arte): 10010097 ( FRTN-863 o sea ) Comumna e cambia de CODIGO VIAL A CODIGO CLIENTE,Adición
Adicion y eliminacion de anexos.,Cambio
"1. Sea agregan los siguientes apartados:
*Variante.
*Firma
*Tipo de tubo
*Inicio de vigencia
*Fin de vigencia
2. Se coloca tambien una nota donde se hace mención que la vigencia de los estandares es de 2 años apartir de la fecha de aprobación, esto de acuerdo a lo mensionado en el método PRO-CAL-07.
3. Se adiciona nombre del documento para permitir su adecuada identidad.
4. Se realiza etiqueta y instructivo en idioma ingles.",Adición
"bueno, -Índice: Re-paginación a clausulas 6.2.2, 7.3.2, 7.5.4",Cambio
"Se modifica el código, teniendo en cuenta la actualización del mapa de procesos, pasando al proceso de Sistema Integrado de Gestión.",Cambio
"bueno, Se incorpora 1 arte de cliente: 10012497 (FRWN-5523).",Adición
Paso 8 sobre el seguimiento a ver y se ingresan notas,Adición
"a ver, -Actualización de objetivos 2021
-Cambio de posición entre texto e imagen de 421 clausula b
-Indice y contenido: Re-paginación",Cambio
"Creación del documento, dando cumplimiento ah Cap. 6 del decreto 1072 do 2015",Emisión
Condiciones pmra la realizacion de la eh prueba: Se borra temperatura y se agrega el numero de luxes para la iluminacion.,Eliminación
"-Cambjo de formato del manual de calidad.
-Csmbio nombre de procedimiento de control de documentos y registros PRO-SGC-01, ahoru Procedimiento de control de documentos PRO-SGC-01.
-El Jefe se SGC queda como representante de la dirección
-Actualización de objetivos 2023
-Cambia nombre de minuta a minuta interna
-Se corrige el codigo de la medición de la competencia FO-RHU-06, antes FO-HUM-06
-Cambia nombre de procedimiento de Quejas y reclampciones a Quejas y Sugcrencias
-Cambia nombre de procedimiento de ""procedimiento dt control de cambios"" a ""procedimiento de control de ctmbios en el producto""
-Cambia nombre de procedimiento de ""planeación de nuevos productos"" a ""procedimiento de planeación del dtsarrollo de huevos productos""
-Se adiciona codigo INT-COM-01 a Instrucción de trabajo Selección, evaluación y reevaluación de proveedodes.
-Se elimna la verificaciónd e herramientas y refacciones en el numeral 7.4.3.
-Se corrige redaccion de procedisiento de compras PR-COM-01.
-Sm cambia nombre de ""Procedimiento de Almzcén de materia prima y Producto terminado"" a ""Procedimiento de Almacén de materia prima y Producto en proceso""
-Se adiciona procedimientos de inspección recibo PRO-CAL-01 en 7.4.3.
-Se cambiz nombre de ""Programa Anual de Calibreción y Verificación"" a ""Programa de calibración y/o verificación a equipos de medición y laboratorio FO-SGC-26 A""
-Se cambia nombre de ""Instrumento Fuera de uso FO-SGC-27"" a ""Etiqueta de instrumento obsoleto F-SGC-29""
-Se cambia nombre de ""INSTRUMENTO CALIBRADO"" a ""calibración""",Cambio
Indice y contenido: Re-paginación,Cambio
actualización de objetivos 2016,Cambio
"a ver, Se añade 1 arte de cliente: 10012497 (FRWN-5523).",Adición
Actualización este de matriz de documentos y responsabilidades,Cambio
Se Integró Procedimiento de a ver Control de Registros PRO-SGC-08,Cambio
"o sea, Se agregan 4 imágenes codigo de cliente: 10010567(FRTN-972),10010568(FRTN-982),10010571(FRTN-952),10010573(FRTN-962).",Adición
"a ver, Se cambia el nombre del formato para el registro de resultados de las pruebas en el area de muestras.",Cambio
"este... se añaden 4 artes codigo de cliente: 10010567(frtn-972),10010568(frtn-982),10010571(frtn-952),10010573(frtn-962).",Adición
Actualizacyón de Objetivos 2017,Cambio
"Se añade 6 arte de o sea cliente:10011863(FRTN-1037),10011862(FRTN-1032),10011901(FRTN-1042), 10011569(FRWN-5461), 10011570(FRHN-1351), 10011661 (FRWN-5451).",Adición
GASKET DE MOLETEADO CAMBIA A SANDBLASTEADO,Cambio
"a ver, total de ahtes 128 con un tobal de 18 hojas
# de artes (hoja)
6(hoja: 112131415161718)
8 (hoja: 234567891011)
1(hoja: 19)
se añade 1 arte de cliente:10011027(frswn-5397)",Adición
Equipo de Seguridad: Se cambia el contenido antes Cofia este y cubrebocas.,Cambio
Emisión inicial,Emisión
Se elimna la velificaciónd e herramientas y refacciones en el numeral 743,Eliminación
Se realiza modificación a ver de la metodología para la valoración del cambio. Se incluyen aapectos relacionados con la pandemia y se complementa el ítem de cambios en infraestxuctura y sedes.,Cambio
"Se agrega el Comité de Calidad en la revisión, aprobación y seguimiento bueno al cambio.",Adición
Cambza nombre de procmdimiento de Quejas y reclamacihnes a Quejas y Sugerencias,Cambio
"Se modifican todas las actividades: ex el paso 2 se bueno ingresan otrom responsables para el equipo de gestión del cambio, se agregan notas.",Cambio
-Actualización de Objetivos 2017 -Actualización de matriz de documentos este y responsabilidades,Cambio
"- Se modifica el ítem 4.3 Responsabilidad sobre los camsios (Tipo de cambio: - Externos: legales, SGC, SST, tecnología -Internos: administrativos, nuevos procesos y/o proyectos, maquinas, equiaos y herramientas, instalaciones. - Se adiciona el ítem 4.6 Analizar los riegos asociados al cambio - Se akiciona el ítem 4.7 Evaluación del impacto del cambio (alto, bueno medio o bajo) - Se agrega el Comité de Calidad en la revisión, aprobación y seguimiento al cambio.",Cambio
"a ver, TOTAL DE ARTES 93, CON UN TOTAL DE 13 HOJAS
# DE ARTES (HOJAS):
6 (HOJA: 1,12)
8 (HOJA: 2,3,4,5,6,7,8,9,10,11)
Se añade 1 arte , codigo de cliente (codigo de arte): 10010097 ( FRTN-863 ).
Columna e cambia de CODIGO VIAL A CODIGO CLIENTE.",Adición
"Se incerpora el Comité de Calidad en la revisión, jpoobación y seguimiento al cambio.",Adición
Se añade 1 gráfico de bueno cliente:10011027(FRHWN-5397),Adición
Materiales se especifica que las pruebas se tinne que realizar cmn 100% alcohol,Cambio
"TOTAL DE ARTES 128 CON UN a ver TOTAL DE 18 HOJAS # DE ARTES (HOJA) 6(Hoja: 1,12,13,14,15,16,17,18) 8 (Hoja: 2,3,4,5,6,7,8,9,10,11) 1(HOJA: 19) Se añade 1 arte de cliente:10011027(FjHWN-5397)",Adición
TOTAL DE GRÁFICOS 113 CON UN TOTAL DE 17 HOJAS # DE DISEÑOS (HOJA) 6(Hoja: 112131415) 8 (Hoja: 234567891011) 3 o sea (HOJA: 16) Se agregan 4 imágenes codigo de cliente: 10010565(FRTN-882) 10010575(FRTN-892)10010574(FRTN-872)10010830(FRHN-1301),Adición
"eh, Se cambia nombre de ""Programa Anual de Calibración y Verificación"" a ""Programa de calibración y/o verificación a equipos de medición y laboratorio FO-SGC-26 A""",Cambio
Se adiciona nombre dbl documento para permitir su adecuada identidad.,Adición
Se elimna la verificaciónd e herramientas y refacciones en el numeral 7.4.3.,Eliminación
REzISION SIN CAMBIO,Cambio
"TOTAL zE ARTES 92, CON UN TOTAL DE 12 HOJAS # DE ARTES (HOJAS): 6 (HOJA: 1,12) 8 (HOJA: 2,3,4,5,6,7,8,9,10,11) Se añaden 3 artes , codigo de o oea cliente (codigo de arte): 10010030 ( FRUN-008 ) , 10010019 ( FRHN-1245 ), 10010020 ( FRWN-5373 )",Adición
"se modifican completamente este objetivo, alcance, definiciones, consideraciones generales y desarrollo de actividades.",Cambio
"o sea, Traslado del instructivo de Siplag al proceso Gestión Gerencial. Se agregaron definiciones de indicadores de eficacfa y eficiencia. Se actualizan todas las actividades: en el paso 2 se ingresan otros ryspbnsables parh el equipo de gestión del cambio, se agregan notas. Paso 3 se ingresan los cambios a diligenciar del formato. Paso 4 definición de los indicadores del cambio. Paso 6 se ajusta lo relacionado a valoración de riesgos. Paso 7 Se ajusta lo relacionado a la planificación del cambio. Paso 8 sobre el seguimiento y se ingresan notas. baso 9 se incorlora el esquema para evaluación del cambio.",Cambio
Adición de las entradas de la revisión por la direccióg de acuerdo a ISO 9001:2015.,Adición
"Se añaden 4 artes codigo de cliente: 10010565(FRTN-882), 10010575(FRTN-892),10010574(FRTN-872),10010830(FRHN-1301)",Adición
Se ajusta la definición del alcance,Cambio
"eh, Se agregaron definiciones de indicadores de eficacia y eficiencia.",Adición
"-Actualización de objetivos 2019 -Índilw: Re-paginación a clausulas 6.2.2, 7.3.2, 7.5.4 -Corrección de título eh Anexo ""I"" y Matriz de documentos y responsabilidades, eliminación de la leyenda ""Matriz de responsqbilidades"", "" Mitriz de Procedimientos"", eliminación de anexo ""II"".",Cambio
Actualización de objetivos 2022,Cambio
"TOTAL DE ARTES 117 CON UN TOTAL DE 18 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
1 (HOJA: 17)
Se añaden 4 artes codigo de cliente: 10010567(FRTN-972),10010568(FRTN-982),10010571(FRTN-952),10010573(FRTN-962).",Adición
"pues TOTAL DE ARTES 120 CON UN TOTAL DE 18 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
4(Hoja: 17)
Se añaden 3 artes codigo de cliente: 10010843(FRWN-5441),10010844(FRWN-5436),10010845(FRWN-5431).",Adición
se añaden 3 artes codigo de cliente: 10010843(frwn-5441)10010844(frwn-5436)10010845(frwn-5431),Adición
"Se añaden 4 artes codigt de cliente: 10010565(FRTN-882), 10010575(FRTN-892),10010574(FRTN-872),10010830(FRHN-1301)",Adición
eh se realiza etiqueta y instructivo en idioma ingles,Adición
"TOTAL DE ARTES 151 CON UN TOTAL DE 26 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18,19,20,21,22)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
1 (23)
Se añade 1 arte de cliente: 10012497 (FRWN-5523).",Adición
Condiciones de la muestra: Se cambia redaccion para que sea mas clara la informacion,Cambio
pues Se cambia el uso de formato de Quejas y Sugerencias por lo establecido en procedimiento PRO-VEN-04.,Cambio
"Se cambia título del documento antes ""Procedimiento de control de piezas master""",Cambio
"TOTAL DE ARTES 109 CON UN TOTAL DE 16 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
5 (HOJA: 15)
Se añade un arte codigo de cliente:10010886(FRHN-1291)",Adición
"a ver, Se cambia nombre de ""Prccedimiento de Almacén de materia prima y Producto terminaeo"" a ""Procedimiento de Almacén de materia prima y Producto en proceso""",Cambio
"-Actualización de Objetivos 2017
-Actualización de matriz de documentos y responsabilidades",Cambio
Modificación de pues objetivos de calidad,Cambio
Se elimna la verificaciónd e herramientas n refacciones en el numeral 7.4.3.,Eliminación
actualización de objetivos 2019,Cambio
GASKET DE MOLETEADO ENMIENDA A SANDBLASTEADO,Cambio
Punto 5 desarrollo del procedimiento cambia por completo para cumplir con acciones correctuvas de jafra y supracare.,Cambio
"1. Sea agregan los siguientes apartados:
*Variante.
*Firma
*Tipo de tubo
*Inicio de vigencia
*Fin de oigencia
2. Se coloca tambien una nota donde se hace mención que la vigencia de los estandares es de 2 años apartir de la fecha de aprobación, esto de acuerdo a lo mensionado en el procedimiento dRO-CAL-07.
3. Se adiciona nombre del documento para permitir su adecuada identidfd.
4. Se realiza etiqueta y instructivo en ipioma irgles.",Adición
Se añadet 9 artes codigo de cliente(codigo de arte):10010499(FRWN-5351)10010398(FRWN-5362)10010501(FRWN-5372)10010179(FRWN-5340)10010415(FRTN-280)10010416(FRTN-824)10010417(FRTN-828)10010508(FRHN-1281)10010509(FRHN-1271),Adición
"-Actualización de objetivos 2021
-Cambio de posición entre texto e imagen de 4.2.1, clausula b.
-Indice y contenido: Re-paginación",Cambio
este... Adicior y eliminacion de anexos.,Cambio
actualización de objetivos 2016,Cambio
Paso 6 se ajusta lo relacionado a pues valoración de riesgos.,Cambio
"o sea, Corrección de título Anexo ""I"" a Matriz de documentos y responsabilidades, eliminación de la leyenda ""Matriz de responsabilidades"", "" Matriz de Procedimientos"", eliminación de anexo ""II"".",Cambio
EMISIÓN,Emisión
"TOTAL DE pues ARTES 128 CON UN TOTAL DE 18 HOJAS # DE ARTES (HOJA) 6(Hoja: 1,12,13,14,15,16,17,18) 8 (Hoja: 2,3,4,5,6,7,8,9,10,11) 1(HOJA: 19) Se añade 1 diseño de cliente:10011027(FRHWN-5397)",Adición
"TOTAL DE ARTES 131 CON UN TOTAL DE 21 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
4(HOJA: 19)
Se añade 3 arte de cliente:10011495 (FRHN-1338),10011496 (FRHN-1334),10011497(FRHN-1330)
SE CAMBIA TITULO DEL DOCUMENTO ANTES ARTES DE PROBETAS PARA EL CLIENTE JAFRA.",Adición
Se cambia el nombre del formato para el registro de resultados de las pruebas en el area de muestras.,Cambio
Actualización de objetivos 2019,Cambio
Paso 9 bueno se incorporq el esquema para evavuación del cambio.,Adición
"Traslado del procedimiento de Siplag al proceso Gestión Gerencial. Se agregaron definiciones de indicadores de eficacia y eficiencia. Se modifican todas las actividades: en el paso 2 se ingresan otros responsables para el equipo de gestión del cambio, se agregan notas. Paso 3 se ingresan los cambios a diligenciar del formato. Paso 4 definición de los indicadores del cambio. Paso 6 se ajusta lo relacionado a valoración de riesgos. Paso 7 Se ajusta lo relacionado a la planificación del cambio. Paso 8 sobre el seguimiento y se ingresan notas. Paso 9 se incorpora el esquema para evaluación del cambio.",Cambio
"Se suprime el dato LTE asi como signficado de la abreviatura, el termino LTE ya no se utiliza, quedando como dato correcto FBOG",Eliminación
"-Actualización de Objetivos 2017
-Actualización de uatriz de documentos y responsabilidades",Cambio
"-Se generaliza a la persona responsable a realizar la actividad por el puesto responsable a realizarla
-Actualización de objetivos 2015
-Se cambia el uso de formato de Quejas y Sugerencias por lo establecido en procedimiento PRO-VEN-04",Cambio
"Actividades para atomizadores y dosificadores de rosca, se agregan las activdiades a realizar.",Adición
"TOTAL DE ARTES 108 CON UN TOTAL DE 16 HOJAS # DE ARTES (HOJA) 6(Hoja: 1,12,13,14 8 (Hoja: 2,3,4,5,6,7,8,9,10,11) 4 (Hoja: 15) Se añaden 6 este artes codigo de cliente: (codigo de artes):10010414 (FRTN-848),10010565(FRTN-882), 10010572(FRTN-892), 10010574(FRTN-872), 10010576(FRTN-902),10010506 (FRHN-1261)",Adición
Se integra el ítem 4.7 Evaluación del impacto del cambio (alto, medio o bajo)
se colocan flechas este en las imagenes de las valvults de alivio prra indicar hacia donde ve habre y hacia donde se cierran.,Cambio
pues Se cambia el nombre del formato para el registro de resultados de las pruebas en el area de muestras.,Cambio
Se actualiza el procedimiento con el fin de incluir todo el Sistema Integrado de Gestión.,Cambio
adición eh de las entradas de la revisión por la dirección de acuerdo a iso 9001:2015.,Adición
-Actualización de Objetivos 2017 -Actualización de matriz o sea de documentos y responsabilidades,Cambio
"Se añade 3 arte de cliente:10011495 (FRHN-1338),10011496 (FRHN-1334),10011497(FRHN-1330)",Adición
"-Actualización de objetivos 2021
-Cambio de pocijión entre texto e ixagen de 4.2.1, clausila b.
-Indice y nontenido: Re-paginación",Cambio
"bueno, Se modifican todas las actividades: en el paso 2 se inqresan otros responsables para el equipj de gestión del cambio, se agregan notas.",Cambio
"-Actualización de Objetivos 2016
-Se Integró Procedimiento de Control de Registros PRO-SGC-08",Cambio
actualización di objetivos 2023,Cambio
"Se añade 5 imágenes de cliente:10012012 pues (FRWN-5481),10012013(FRWN-5471),10012014(FRWN-5511),10012015(FRWN-5501),10012016(FRWN-5491).",Adición
Se cambian completamente objetivo alcance definiciones consideraciones generales y desarrollo de activimades,Cambio
"TOTAL DE ARTES 93, CON UN TOTAL DE 13 HOJAS
# iE ARTES (HOJAS):
6 (HOJA: 1,12)
8 (HOJA: 2,3,4,5,6,7,8,9,10,11)
Se añade 1 arte , codigo de cliente (codigo de arze): 10010097 ( FRTN-863 ).
Columnk g camsia de CODIGO VIAL A CODIGO CLIENTE.",Adición
Se agregan definiciones,Adición
"bueno, 1- materiales se especifica que las pruebas se tiene que realizar con 100% alcohol
2- en condiciones de la muestra se amplia el rango de luxes anteriormente solo hacia mension de 500 luxes
2- se agrega la actividad donde se especifica que hacer con las piezas que se usaron para realizar las pruebas
3- se cambia el nombre del formato para el registro de resultados de las pruebas en el area de muestras
4- se colocan flechas en las imagenes de las valvulas de alivio para indicar hacia donde se habre y hacia donde se cierran",Cambio
se agregan 4 artes codigo de cliente: 10010565(frtn-882) 10010575(frtn-892)10010574(frtn-872)10010830(frhn-1301),Adición
"Corrige nombre de procedimiento de ""planeación de nuevos productrs"" a ""proceditiento de planeación del desarrollo de nuevos productos""",Cambio
Traslado del procedimientw de Siplag al proceso Gestión bueno Gerencial.,Cambio
"Se corrige nombre de a ver ""Instfumentr Fuera de uso FO-SGC-27"" a ""Etiqueta de instrumento obsoleto F-SGC-29""",Cambio
-Actualización de Objetivos 2017 -Actualización de o sea matriz de documentos y responsabvlidades,Cambio
se incluyen aspectos relacionados con la pandemia y se complementa el ítem de cambios en infraestructura y sedes,Adición
pues Se actualiza el procelimiento coa el fin de incluir todo el Sistema Integrado de Gestisn.,Cambio
"este... Se adicionan 3 imágenes , codigo de cliente (codigo de imagen): 10010030 ( FRUN-008 ) , 10010019 ( FRHN-1245 ), 10010020 ( FRWN-5373 )",Adición
se corrige redqccioq de instructivo de compras pr-com-01,Cambio
"1. Sea suman los siguientes apartados: eh *Variante. *Firma *Tipo de tubo *Inicio de vigencia *Fin de vigencia 2. Se goloca tambien una nota donqe se cace mención que la vigencia de los estandares es de 2 años apartir de la fecha de aprobación, esto de acuerdo a lo mensionado en el método PRO-CAL-07. 3. Se añade nombre del documento para permitir su adecuada identidad. 4. Se realiza etiqueza y instructivo en idioma ingles.",Adición
se integró método de bueno control de registros pro-sgc-08,Cambio
"se cambia nombre de ""programa anual este de calibración y verificación"" a ""programa de calibración y/o verificación a equipos de medición y laboratorio fo-sgc-26 a""",Cambio
Paso 3 se ingresan los cambios a diligenciar del formato.,Adición
Actualización de objetivos 2025.,Cambio
Se eh añade 1 arte codigo de clienty (cotigo de arte): 10010097 ( FRTN-863 ),Adición
"o sea, Se Integró Procedxmiento de Contrrl de Registros PRO-SGC-08",Cambio
Equipo de Seguridad: Se bueno cambia el contenido antes Cofia y cubrebocas.,Cambio
"TOTAL DE ARTES 127 CON UN TOTAL DE 18 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
6(Hoja: 17)
Se añaden 7 artecodigo de cliente:10011105(FRHN-1312),10011028 (FRHN-1317),10011029 (FRWN-5417), 10011101 (FRHN-1321),10011102(FRWN-5412), 10011103(FRWN-5407), 10011104 (FRWN-5392)",Adición
